Geneid	Chr	Start	End	Strand	Length	21_bam_clean/P1_MYB3_R1.mLb.flT.bam	x1.bam	x2.bam
Interval_515	B01	68806579	68806766	+	188	53	0	0
Interval_516	B01	69160157	69160275	+	119	20	20	0
Interval_517	B01	69401799	69401908	+	110	24	0	0
Interval_518	B01	69595253	69595368	+	116	26	0	0
Interval_519	B01	69743279	69743378	+	100	23	11	0
Interval_520	B01	69746950	69747163	+	214	60	13	0
Interval_521	B01	69843668	69843811	+	144	43	11	0
Interval_522	B01	69910170	69910363	+	194	53	0	0
Interval_523	B01	70194508	70194708	+	201	34	19	0
Interval_524	B01	70808612	70808769	+	158	35	7	0
Interval_525	B01	70826600	70826738	+	139	44	0	0
Interval_526	B01	71028920	71029105	+	186	33	3	1
Interval_527	B01	71029441	71029715	+	275	71	0	0
Interval_528	B01	71113932	71114100	+	169	53	13	15
Interval_529	B01	71516741	71516858	+	118	33	0	0
Interval_530	B01	71528431	71528576	+	146	45	20	0
Interval_531	B01	71562193	71562408	+	216	67	25	0
Interval_532	B01	71782387	71782500	+	114	20	1	0
Interval_533	B01	71977533	71977686	+	154	41	21	2
Interval_534	B01	72032882	72032980	+	99	25	2	1
Interval_535	B01	72409320	72409419	+	100	13	0	0
Interval_536	B01	72880929	72881133	+	205	40	26	0
Interval_537	B01	72888827	72888936	+	110	25	15	0
Interval_538	B01	73403139	73403292	+	154	22	21	0
Interval_539	B01	73406835	73406932	+	98	12	8	0
Interval_540	B01	73566361	73566461	+	101	30	0	0
Interval_541	B01	73589244	73589349	+	106	24	0	0
Interval_542	B01	74009718	74009904	+	187	56	40	0
Interval_543	B01	74198294	74198416	+	123	8	4	0
Interval_544	B01	74377751	74377863	+	113	22	8	0
Interval_545	B01	74654716	74655022	+	307	103	57	0
Interval_546	B01	74659118	74659230	+	113	19	3	0
Interval_547	B01	74744868	74744982	+	115	23	0	0
Interval_548	B01	75097002	75097116	+	115	26	0	0
Interval_549	B01	75326899	75327001	+	103	14	0	0
Interval_550	B01	75645952	75646052	+	101	23	0	0
Interval_551	B01	76026720	76026910	+	191	28	0	0
Interval_552	B01	76057676	76057778	+	103	27	7	0
Interval_553	B01	76080202	76080439	+	238	94	28	0
Interval_554	B01	76157326	76157481	+	156	34	2	4
Interval_555	B01	76538213	76538341	+	129	25	6	0
Interval_556	B01	76606685	76606827	+	143	27	0	0
Interval_557	B01	76607364	76607495	+	132	35	0	0
Interval_558	B01	77103415	77103625	+	211	82	3	0
Interval_559	B01	77112850	77112950	+	101	18	0	0
Interval_560	B01	77165422	77165531	+	110	30	0	0
Interval_561	B01	77318959	77319210	+	252	86	0	0
Interval_562	B01	77320853	77321032	+	180	38	0	0
Interval_563	B01	77558204	77558314	+	111	22	0	0
Interval_564	B01	77580367	77580559	+	193	20	7	0
Interval_565	B01	77582484	77582588	+	105	13	0	0
Interval_566	B01	77689628	77689801	+	174	59	23	5
Interval_567	B01	77703349	77703479	+	131	17	0	0
Interval_568	B01	77891307	77891405	+	99	13	7	0
Interval_569	B01	77957696	77957932	+	237	34	4	3
Interval_570	B01	78111147	78111279	+	133	29	8	1
Interval_571	B01	78524448	78524631	+	184	54	0	0
Interval_572	B01	79105896	79106025	+	130	27	2	4
Interval_573	B01	79511278	79511449	+	172	41	0	0
Interval_574	B01	79668888	79669161	+	274	85	5	0
Interval_575	B01	80182335	80182457	+	123	23	2	2
Interval_576	B01	80231370	80231515	+	146	38	6	9
Interval_577	B01	80238543	80238680	+	138	28	0	0
Interval_578	B01	80346992	80347171	+	180	60	16	6
Interval_579	B01	80365190	80365287	+	98	9	2	2
Interval_580	B01	80558870	80559028	+	159	39	7	5
Interval_581	B01	80857173	80857359	+	187	44	2	5
Interval_582	B01	81189406	81189560	+	155	19	10	2
Interval_583	B01	81314604	81314763	+	160	33	0	0
Interval_584	B01	81318490	81318661	+	172	27	0	0
Interval_585	B01	81339565	81339673	+	109	13	0	0
Interval_586	B01	81656615	81656783	+	169	16	3	0
Interval_587	B01	81669187	81669284	+	98	12	0	0
Interval_588	B01	81708280	81708461	+	182	22	0	0
Interval_589	B01	82387161	82387527	+	367	110	49	17
Interval_590	B01	82473393	82473547	+	155	39	3	0
Interval_591	B01	83056070	83056253	+	184	30	0	0
Interval_592	B01	83188898	83189095	+	198	49	20	2
Interval_593	B01	83422414	83422531	+	118	16	0	0
Interval_594	B01	83649612	83649760	+	149	36	0	0
Interval_595	B01	83659662	83659820	+	159	47	0	0
Interval_596	B01	83860821	83861041	+	221	50	5	0
Interval_597	B01	83996594	83996733	+	140	27	0	0
Interval_598	B01	84583670	84583806	+	137	38	0	0
Interval_599	B01	84863269	84863374	+	106	11	2	0
Interval_600	B01	84949988	84950232	+	245	65	0	0
Interval_601	B01	85016750	85016873	+	124	20	1	8
Interval_602	B01	85048636	85048746	+	111	26	15	0
Interval_603	B01	85205833	85205930	+	98	13	7	3
Interval_604	B01	85508692	85508833	+	142	31	2	2
Interval_605	B01	85971215	85971337	+	123	29	13	10
Interval_606	B01	86268499	86268680	+	182	30	0	0
Interval_607	B01	86295129	86295257	+	129	26	0	0
Interval_608	B01	86339900	86340027	+	128	18	8	2
Interval_609	B01	86391111	86391216	+	106	40	6	3
Interval_610	B01	86392889	86393013	+	125	29	13	0
Interval_611	B01	86459353	86459742	+	390	93	82	0
Interval_612	B01	86481498	86481661	+	164	28	4	0
Interval_613	B01	86743155	86743412	+	258	69	49	0
Interval_614	B01	87095699	87095862	+	164	25	0	0
Interval_615	B01	87287911	87288041	+	131	18	0	0
Interval_616	B01	87840523	87840650	+	128	34	5	0
Interval_617	B01	87966545	87966660	+	116	22	0	0
Interval_618	B01	88033833	88033983	+	151	30	13	0
Interval_619	B01	88089587	88089728	+	142	38	9	0
Interval_620	B01	88453222	88453377	+	156	36	17	3
Interval_621	B01	88466422	88466571	+	150	37	0	0
Interval_622	B01	88480907	88481077	+	171	47	21	1
Interval_623	B01	88531208	88531398	+	191	22	11	0
Interval_624	B01	89123235	89123395	+	161	17	0	0
Interval_625	B01	89268173	89268336	+	164	37	11	0
Interval_626	B01	89270773	89270898	+	126	24	1	0
Interval_627	B01	89592042	89592208	+	167	46	0	0
Interval_628	B01	89641605	89641719	+	115	18	0	0
Interval_629	B01	89686217	89686318	+	102	11	0	0
Interval_630	B01	90186692	90186854	+	163	37	0	0
Interval_631	B01	90329850	90329966	+	117	34	0	0
Interval_632	B01	90476395	90476599	+	205	75	0	0
Interval_633	B01	90520750	90520863	+	114	19	0	0
Interval_634	B01	90548004	90548131	+	128	21	0	0
Interval_635	B01	90579517	90579647	+	131	18	7	6
Interval_636	B01	90814033	90814194	+	162	36	19	3
Interval_637	B01	90935833	90936002	+	170	23	2	1
Interval_638	B01	90937274	90937446	+	173	24	12	3
Interval_639	B01	91084231	91084399	+	169	22	10	2
Interval_640	B01	91424100	91424267	+	168	36	0	0
Interval_641	B01	91433540	91433692	+	153	30	0	0
Interval_642	B01	91434787	91434945	+	159	37	0	0
Interval_643	B01	91435387	91435657	+	271	71	0	0
Interval_644	B01	91843181	91843324	+	144	21	0	0
Interval_645	B01	91994823	91994922	+	100	19	0	0
Interval_646	B01	92006637	92006757	+	121	25	0	0
Interval_647	B01	92367543	92367789	+	247	32	10	3
Interval_648	B01	92470888	92470985	+	98	13	5	1
Interval_649	B01	92642923	92643020	+	98	13	4	6
Interval_650	B01	92739876	92740017	+	142	53	0	0
Interval_651	B01	92898727	92898838	+	112	19	0	0
Interval_652	B01	93316514	93316623	+	110	20	3	3
Interval_653	B01	93424232	93424384	+	153	29	5	1
Interval_654	B01	93542072	93542181	+	110	21	0	0
Interval_655	B01	93605490	93605587	+	98	11	1	1
Interval_656	B01	93662938	93663035	+	98	14	1	2
Interval_657	B01	94481740	94481913	+	174	33	21	6
Interval_658	B01	94851398	94851527	+	130	34	26	4
Interval_659	B01	95080084	95080184	+	101	17	0	0
Interval_660	B01	95223719	95223820	+	102	27	11	0
Interval_661	B01	95372061	95372167	+	107	31	14	0
Interval_662	B01	95614798	95614898	+	101	20	0	0
Interval_663	B01	95645017	95645165	+	149	33	0	0
Interval_664	B01	95774214	95774341	+	128	20	17	0
Interval_665	B01	95785698	95785830	+	133	28	0	0
Interval_666	B01	95795008	95795123	+	116	19	13	0
Interval_667	B01	96080874	96080979	+	106	13	10	2
Interval_668	B01	96095499	96095660	+	162	26	3	0
Interval_669	B01	96137248	96137517	+	270	41	6	0
Interval_670	B01	96426132	96426299	+	168	29	28	1
Interval_671	B01	96504834	96504971	+	138	23	4	0
Interval_672	B01	96664433	96664592	+	160	13	1	4
Interval_673	B01	97105992	97106130	+	139	45	4	0
Interval_674	B01	97199137	97199246	+	110	15	0	0
Interval_675	B01	97209257	97209389	+	133	30	0	0
Interval_676	B01	97496729	97496890	+	162	20	0	0
Interval_677	B01	98329633	98329738	+	106	18	0	0
Interval_678	B01	98969686	98969832	+	147	42	0	0
Interval_679	B01	99313651	99313845	+	195	72	0	0
Interval_680	B01	99408826	99408989	+	164	28	0	0
Interval_681	B01	99419855	99419952	+	98	21	0	0
Interval_682	B01	99678255	99678381	+	127	31	0	0
Interval_683	B01	100169095	100169240	+	146	44	8	6
Interval_684	B01	100169831	100169994	+	164	29	2	2
Interval_685	B01	100193098	100193195	+	98	18	9	2
Interval_686	B01	100193850	100193993	+	144	33	6	2
Interval_687	B01	100311678	100311817	+	140	38	8	6
Interval_688	B01	100346328	100346532	+	205	26	0	0
Interval_689	B01	100761915	100762036	+	122	21	0	0
Interval_690	B01	100794136	100794258	+	123	21	0	0
Interval_691	B01	100834998	100835098	+	101	17	0	0
Interval_692	B01	101081691	101081788	+	98	17	0	0
Interval_693	B01	101165414	101165527	+	114	30	0	0
Interval_694	B01	101896362	101896515	+	154	27	0	0
Interval_695	B01	101977137	101977398	+	262	54	0	0
Interval_696	B01	101977535	101977646	+	112	15	0	0
Interval_697	B01	102199221	102199443	+	223	46	0	0
Interval_698	B01	102674829	102674958	+	130	24	0	0
Interval_699	B01	102709180	102709312	+	133	29	0	0
Interval_700	B01	102957346	102957455	+	110	17	0	0
Interval_701	B01	103442167	103442325	+	159	28	0	0
Interval_702	B01	103905141	103905376	+	236	67	0	0
Interval_703	B01	103935404	103935504	+	101	17	0	0
Interval_704	B01	104107405	104107624	+	220	39	0	0
Interval_705	B01	104801959	104802150	+	192	20	0	0
Interval_706	B01	105134360	105134457	+	98	13	5	1
Interval_707	B01	105935354	105935470	+	117	20	5	7
Interval_708	B01	106049043	106049239	+	197	37	0	0
Interval_709	B01	106698134	106698312	+	179	34	0	0
Interval_710	B01	106774724	106774847	+	124	12	5	0
Interval_711	B01	106890710	106890826	+	117	20	15	0
Interval_712	B01	107678039	107678328	+	290	100	60	0
Interval_713	B01	107879123	107879230	+	108	16	3	0
Interval_714	B01	108003806	108003953	+	148	42	0	0
Interval_715	B01	108061339	108061438	+	100	15	0	0
Interval_716	B01	108172628	108172758	+	131	19	0	0
Interval_717	B01	108459618	108459715	+	98	16	0	0
Interval_718	B01	108665405	108665503	+	99	26	0	0
Interval_719	B01	109028408	109028614	+	207	40	0	0
Interval_720	B01	109050053	109050150	+	98	25	0	0
Interval_721	B01	109992760	109992857	+	98	14	11	2
Interval_722	B01	110384675	110384811	+	137	44	10	0
Interval_723	B01	110797511	110797705	+	195	72	20	1
Interval_724	B01	110806836	110807024	+	189	41	7	0
Interval_725	B01	110824035	110824132	+	98	17	0	0
Interval_726	B01	111343721	111343826	+	106	20	4	3
Interval_727	B01	111909499	111909623	+	125	29	0	0
Interval_728	B01	112202911	112203069	+	159	23	0	0
Interval_729	B01	112386249	112386391	+	143	24	0	0
Interval_730	B01	112815470	112815596	+	127	20	0	0
Interval_731	B01	112966750	112966891	+	142	32	0	0
Interval_732	B01	113396000	113396110	+	111	25	0	0
Interval_733	B01	113400903	113401044	+	142	50	7	6
Interval_734	B01	113478659	113478763	+	105	16	1	0
Interval_735	B01	113630228	113630328	+	101	9	0	0
Interval_736	B01	113931475	113931982	+	508	189	0	0
Interval_737	B01	114094639	114094775	+	137	29	0	0
Interval_738	B01	114114100	114114201	+	102	19	0	0
Interval_739	B01	114548043	114548426	+	384	87	48	0
Interval_740	B01	115037854	115038067	+	214	24	21	0
Interval_741	B01	115168768	115168896	+	129	22	18	0
Interval_742	B01	115304550	115304649	+	100	23	0	0
Interval_743	B01	115309061	115309206	+	146	43	0	0
Interval_744	B01	115320083	115320180	+	98	26	0	0
Interval_745	B01	115475762	115475873	+	112	8	3	0
Interval_746	B01	115622109	115622224	+	116	15	3	7
Interval_747	B01	117083795	117083948	+	154	23	0	0
Interval_748	B01	117112055	117112349	+	295	45	0	0
Interval_749	B01	117558897	117559079	+	183	22	0	0
Interval_750	B01	117648788	117648888	+	101	25	0	0
Interval_751	B01	117672400	117672497	+	98	16	0	0
Interval_752	B01	118103615	118103786	+	172	13	0	0
Interval_753	B01	118120903	118121265	+	363	72	0	0
Interval_754	B01	118497828	118497925	+	98	14	0	0
Interval_755	B01	118631173	118631374	+	202	52	0	0
Interval_756	B01	118646005	118646198	+	194	57	0	0
Interval_757	B01	118876884	118877021	+	138	37	0	0
Interval_758	B01	118943176	118943318	+	143	18	0	0
Interval_759	B01	119702681	119702875	+	195	42	0	0
Interval_760	B01	120006593	120006778	+	186	51	0	0
Interval_761	B01	120007607	120007771	+	165	34	0	0
Interval_762	B01	120325229	120325409	+	181	34	0	0
Interval_763	B01	120765838	120766090	+	253	74	0	0
Interval_764	B01	121005763	121005875	+	113	26	8	0
Interval_765	B01	121115309	121115443	+	135	32	31	0
Interval_766	B01	121506318	121506455	+	138	36	0	0
Interval_767	B01	121727882	121727989	+	108	16	3	0
Interval_768	B01	121732002	121732146	+	145	45	8	0
Interval_769	B01	121970481	121970703	+	223	49	33	5
Interval_770	B01	122169455	122169590	+	136	19	5	0
Interval_771	B01	122500086	122500361	+	276	35	0	0
Interval_772	B01	122670711	122670902	+	192	39	0	0
Interval_773	B01	122850928	122851072	+	145	22	0	0
Interval_774	B01	123173985	123174231	+	247	32	5	0
Interval_775	B01	123345635	123345828	+	194	61	0	0
Interval_776	B01	123361389	123361505	+	117	27	9	0
Interval_777	B01	123396917	123397029	+	113	26	1	0
Interval_778	B01	123407694	123407874	+	181	43	9	3
Interval_779	B01	123409913	123410010	+	98	15	3	0
Interval_780	B01	123885408	123885563	+	156	42	13	0
Interval_781	B01	123919944	123920243	+	300	157	84	0
Interval_782	B01	125663117	125663271	+	155	34	0	0
Interval_783	B01	125809921	125810018	+	98	11	0	0
Interval_784	B01	126091142	126091245	+	104	25	0	0
Interval_785	B01	126102911	126103033	+	123	20	0	0
Interval_786	B01	126438043	126438275	+	233	47	0	0
Interval_787	B01	126463882	126464035	+	154	29	0	0
Interval_788	B01	126607538	126607677	+	140	31	0	0
Interval_789	B01	126658057	126658162	+	106	16	0	0
Interval_790	B01	126659777	126659878	+	102	21	0	0
Interval_791	B01	127220607	127220881	+	275	83	0	0
Interval_792	B01	127495726	127495829	+	104	13	0	0
Interval_793	B01	127553009	127553147	+	139	26	0	0
Interval_794	B01	127798834	127798932	+	99	11	0	0
Interval_795	B01	127860509	127860708	+	200	26	0	0
Interval_796	B01	127894001	127894102	+	102	17	0	0
Interval_797	B01	128192824	128192989	+	166	29	0	0
Interval_798	B01	128239025	128239181	+	157	32	0	0
Interval_799	B01	128488350	128488499	+	150	22	0	0
Interval_800	B01	128511385	128511550	+	166	36	0	0
Interval_801	B01	129231691	129231874	+	184	67	0	0
Interval_802	B01	129247258	129247433	+	176	56	0	0
Interval_803	B01	130867534	130867720	+	187	36	0	0
Interval_804	B01	131280419	131280516	+	98	14	0	0
Interval_805	B01	132569678	132569830	+	153	33	0	0
Interval_806	B01	132648315	132648433	+	119	13	8	0
Interval_807	B01	133042199	133042335	+	137	14	0	0
Interval_808	B01	133692044	133692142	+	99	11	0	0
Interval_809	B01	133701060	133701159	+	100	21	5	0
Interval_810	B01	134047173	134047294	+	122	22	0	0
Interval_811	B01	135203528	135203627	+	100	26	0	0
Interval_812	B01	138501771	138501873	+	103	10	0	0
Interval_813	B01	138656288	138656403	+	116	18	0	0
Interval_814	B01	139069900	139070021	+	122	11	0	0
Interval_815	B01	139302051	139302235	+	185	25	0	0
Interval_816	B01	139458932	139459029	+	98	16	0	0
Interval_817	B01	139461368	139461652	+	285	71	0	0
Interval_818	B01	139925889	139926042	+	154	16	0	0
Interval_819	B01	139926514	139926614	+	101	16	0	0
Interval_820	B01	140054848	140054970	+	123	28	0	0
Interval_821	B01	140169832	140169969	+	138	21	0	0
Interval_822	B01	140677281	140677413	+	133	18	0	0
Interval_823	B01	140882365	140882497	+	133	40	0	0
Interval_824	B01	141136448	141136666	+	219	50	0	0
Interval_825	B01	141369310	141369435	+	126	18	0	0
Interval_826	B01	141693734	141693831	+	98	18	0	0
Interval_827	B01	142034372	142034479	+	108	18	0	0
Interval_828	B01	142067185	142067324	+	140	15	0	0
Interval_829	B01	142168904	142169006	+	103	24	0	0
Interval_830	B01	142192871	142192991	+	121	28	0	0
Interval_831	B01	142484811	142484945	+	135	56	8	0
Interval_832	B01	142650494	142650605	+	112	15	5	0
Interval_833	B01	143023557	143023679	+	123	10	0	0
Interval_834	B01	143411337	143411500	+	164	25	4	0
Interval_835	B01	143438291	143438425	+	135	18	0	0
Interval_836	B01	143969569	143969729	+	161	32	17	0
Interval_837	B01	143975038	143975168	+	131	32	6	0
Interval_838	B01	143985668	143985769	+	102	14	7	0
Interval_839	B01	144059071	144059197	+	127	20	19	0
Interval_840	B01	144062597	144062694	+	98	13	0	0
Interval_841	B01	144197873	144197970	+	98	23	14	1
Interval_842	B01	144861029	144861134	+	106	27	0	0
Interval_843	B01	144877186	144877351	+	166	49	9	0
Interval_844	B01	145057503	145057713	+	211	24	0	0
Interval_845	B01	145330428	145330585	+	158	37	14	0
Interval_846	B01	145696765	145696886	+	122	13	1	0
Interval_847	B01	145824044	145824144	+	101	25	0	0
Interval_848	B01	146077442	146077595	+	154	33	7	0
Interval_849	B01	146397582	146397784	+	203	31	0	0
Interval_850	B01	146629395	146629499	+	105	18	0	0
Interval_851	B01	146651610	146651771	+	162	47	4	0
Interval_852	B01	146730394	146730520	+	127	24	4	0
Interval_853	B01	146919020	146919117	+	98	15	0	0
Interval_854	B01	146977370	146977528	+	159	25	0	0
Interval_855	B01	146994719	146994816	+	98	18	0	0
Interval_856	B01	147208696	147208803	+	108	20	0	0
Interval_857	B01	147525116	147525219	+	104	36	0	0
Interval_858	B01	148268714	148268815	+	102	17	5	0
Interval_859	B01	148413521	148413716	+	196	53	0	0
Interval_860	B01	148493452	148493585	+	134	19	0	0
Interval_861	B01	148633960	148634081	+	122	19	0	0
Interval_862	B01	148634151	148634291	+	141	32	0	0
Interval_863	B01	148769554	148769747	+	194	67	0	0
Interval_864	B01	148778620	148778779	+	160	32	0	0
Interval_865	B01	148807167	148807353	+	187	48	0	0
Interval_866	B01	148822108	148822309	+	202	78	21	0
Interval_867	B01	148823723	148823967	+	245	53	5	1
Interval_868	B01	149314624	149314768	+	145	19	0	0
Interval_869	B01	149326022	149326119	+	98	28	2	0
Interval_870	B01	149358318	149358498	+	181	48	7	3
Interval_871	B01	149449334	149449431	+	98	12	0	0
Interval_872	B01	149570955	149571323	+	369	42	15	4
Interval_873	B01	149598040	149598273	+	234	40	6	11
Interval_874	B01	149613900	149614044	+	145	31	0	0
Interval_875	B01	149658079	149658266	+	188	51	0	0
Interval_876	B01	150384630	150384766	+	137	14	0	0
Interval_877	B01	150405113	150405302	+	190	58	3	2
Interval_878	B01	150580998	150581176	+	179	49	5	0
Interval_879	B01	150620301	150620540	+	240	53	26	1
Interval_880	B01	150640489	150640630	+	142	29	19	1
Interval_881	B01	151091916	151092013	+	98	20	0	0
Interval_882	B01	151110100	151110215	+	116	18	1	0
Interval_883	B01	151217407	151217592	+	186	25	11	0
Interval_884	B01	151217977	151218083	+	107	19	0	0
Interval_885	B01	151302141	151302238	+	98	12	0	0
Interval_886	B01	151503503	151503609	+	107	24	20	0
Interval_887	B01	151634351	151634473	+	123	23	6	0
Interval_888	B01	151721788	151721897	+	110	16	11	2
Interval_889	B01	151722656	151722797	+	142	23	12	1
Interval_890	B01	151875910	151876034	+	125	23	0	0
Interval_891	B01	151884300	151884435	+	136	29	0	0
Interval_892	B01	152149863	152150032	+	170	42	0	0
Interval_893	B01	152155564	152155736	+	173	34	0	0
Interval_894	B01	152216863	152217023	+	161	27	0	0
Interval_895	B01	152217503	152217624	+	122	22	5	0
Interval_896	B01	152256879	152256994	+	116	32	0	0
Interval_897	B01	152636858	152636958	+	101	24	0	0
Interval_898	B01	152641652	152641891	+	240	76	0	0
Interval_899	B01	153013880	153014006	+	127	22	7	0
Interval_900	B01	153050221	153050339	+	119	33	4	4
Interval_901	B01	153065536	153065633	+	98	30	12	0
Interval_902	B01	153253141	153253256	+	116	20	7	0
Interval_903	B01	153741991	153742120	+	130	26	17	0
Interval_904	B01	154069912	154070082	+	171	41	0	0
Interval_905	B01	154401162	154401355	+	194	54	15	0
Interval_906	B01	154404138	154404271	+	134	39	0	0
Interval_907	B01	154436543	154436652	+	110	29	16	0
Interval_908	B01	154718955	154719094	+	140	20	0	0
Interval_909	B01	154846800	154846940	+	141	27	15	0
Interval_910	B01	154854841	154854982	+	142	35	17	0
Interval_911	B01	155060648	155060835	+	188	71	39	0
Interval_912	B01	155165223	155165320	+	98	11	11	0
Interval_913	B01	155581324	155581421	+	98	17	0	0
Interval_914	B01	157349315	157349521	+	207	42	9	1
Interval_915	B01	157979702	157979808	+	107	15	0	0
Interval_916	B01	158030105	158030212	+	108	13	9	0
Interval_917	B01	158439357	158439503	+	147	31	0	0
Interval_918	B01	158959763	158959944	+	182	48	0	0
Interval_919	B01	159080720	159080884	+	165	21	0	0
Interval_920	B01	159243784	159243939	+	156	34	0	0
Interval_921	B01	159428587	159428747	+	161	43	0	0
Interval_922	B01	159433295	159433406	+	112	27	0	0
Interval_923	B01	159450880	159451067	+	188	48	0	0
Interval_924	B01	159474790	159474990	+	201	50	0	0
Interval_925	B01	159586792	159586920	+	129	18	0	0
Interval_926	B01	159728486	159728631	+	146	25	0	0
Interval_927	B01	159888161	159888340	+	180	50	10	0
Interval_928	B01	160091343	160091452	+	110	24	0	0
Interval_929	B01	160591236	160591358	+	123	26	0	0
Interval_930	B01	160844200	160844305	+	106	17	3	0
